24.182028,120.632861,西屯,C0F9T0,2018-02-01T00:00:00+08:00,111.0,337,2.4,11.6,0.93,1005.2,-99,2.0,-99,-99,-99,臺中市,02,西屯區,125
24.182028,120.632861,西屯,C0F9T0,2018-02-01T01:00:00+08:00,111.0,336,1.7,11.4,0.93,1004.8,-99,-99,-99,-99,-99,臺中市,02,西屯區,125
24.182028,120.632861,西屯,C0F9T0,2018-02-01T02:00:00+08:00,111.0,326,2.3,11.2,0.9,1005.0,-99,-99,8.2,352,2018-02-01T01:52:00+08:00,臺中市,02,西屯區,125
24.182028,120.632861,西屯,C0F9T0,2018-02-01T03:00:00+08:00,111.0,343,1.7,11.0,0.9,1004.1,-99,-99,6.9,54,2018-02-01T02:31:00+08:00,臺中市,02,西屯區,125
24.182028,120.632861,西屯,C0F9T0,2018-02-01T04:00:00+08:00,111.0,347,3.5,9.8,0.91,1004.3,-99,-99,10.0,5,2018-02-01T03:28:00+08:00,臺中市,02,西屯區,125
24.182028,120.632861,西屯,C0F9T0,2018-02-01T05:00:00+08:00,111.0,346,3.0,9.8,0.9,1004.5,-99,-99,8.9,360,2018-02-01T04:03:00+08:00,臺中市,02,西屯區,125
24.182028,120.632861,西屯,C0F9T0,2018-02-01T07:00:00+08:00,111.0,341,2.4,9.8,0.88,1005.4,-99,-99,-99,-99,-99,臺中市,02,西屯區,125
24.182028,120.632861,西屯,C0F9T0,2018-02-01T08:00:00+08:00,111.0,343,2.5,9.9,0.87,1006.0,-99,-99,8.5,1,2018-02-01T07:43:00+08:00,臺中市,02,西屯區,125
24.182028,120.632861,西屯,C0F9T0,2018-02-01T09:00:00+08:00,111.0,350,2.9,10.8,0.84,1006.8,-99,-99,7.2,349,2018-02-01T08:32:00+08:00,臺中市,02,西屯區,125
24.182028,120.632861,西屯,C0F9T0,2018-02-01T10:00:00+08:00,111.0,347,2.8,11.2,0.82,1007.2,-99,-99,9.3,28,2018-02-01T09:28:00+08:00,臺中市,02,西屯區,125
24.182028,120.632861,西屯,C0F9T0,2018-02-01T11:00:00+08:00,111.0,331,3.4,11.8,0.79,1006.9,-99,-99,9.4,352,2018-02-01T10:59:00+08:00,臺中市,02,西屯區,125
